,0,1,2,3
0,0,0,1,82460.0
1,1,0,1,82460.0
2,0,0,1,82460.0
3,0,1,2,67158.0
4,1,0,1,82460.0
5,1,1,2,67158.0
6,0,0,1,82460.0
7,0,1,2,67158.0
8,0,2,3,38188.0
9,1,0,1,82460.0
10,1,1,2,67158.0
11,1,2,3,38188.0
12,0,0,1,82460.0
13,0,1,4,60140.0
14,1,0,1,82460.0
15,1,1,4,60140.0
16,0,0,1,82460.0
17,0,1,4,60140.0
18,0,4,5,47336.0
19,1,0,1,82460.0
20,1,1,4,60140.0
21,1,4,5,47336.0
22,0,0,1,82460.0
23,0,1,4,60140.0
24,0,4,6,76974.0
25,1,0,1,82460.0
26,1,1,4,60140.0
27,1,4,6,76974.0
28,0,0,8,61374.0
29,0,8,7,68176.0
30,0,7,6,85484.0
31,1,0,8,61374.0
32,1,8,7,68176.0
33,1,7,6,85484.0
34,0,0,8,61374.0
35,0,8,7,68176.0
36,1,0,8,61374.0
37,1,8,7,68176.0
38,0,0,8,61374.0
39,1,0,8,61374.0
40,0,1,0,89806.0
41,1,1,0,89806.0
42,0,1,2,67158.0
43,1,1,2,67158.0
44,0,1,2,67158.0
45,0,2,3,38188.0
46,1,1,2,67158.0
47,1,2,3,38188.0
48,0,1,4,60140.0
49,0,4,3,79382.0
50,1,1,4,60140.0
51,1,4,3,79382.0
52,0,1,4,60140.0
53,1,1,4,60140.0
54,0,1,4,60140.0
55,0,4,5,47336.0
56,1,1,4,60140.0
57,1,4,5,47336.0
58,0,1,4,60140.0
59,0,4,6,76974.0
60,1,1,4,60140.0
61,1,4,6,76974.0
62,0,1,0,89806.0
63,0,0,8,61374.0
64,0,8,7,68176.0
65,1,1,0,89806.0
66,1,0,8,61374.0
67,1,8,7,68176.0
68,0,1,4,60140.0
69,0,4,6,76974.0
70,0,6,7,99606.0
71,1,1,4,60140.0
72,1,4,6,76974.0
73,1,6,7,99606.0
74,0,1,0,89806.0
75,0,0,8,61374.0
76,1,1,0,89806.0
77,1,0,8,61374.0
78,0,2,1,84450.0
79,0,1,0,89806.0
80,1,2,1,84450.0
81,1,1,0,89806.0
82,0,2,1,84450.0
83,1,2,1,84450.0
84,0,2,3,38188.0
85,1,2,3,38188.0
86,0,2,1,84450.0
87,0,1,4,60140.0
88,1,2,1,84450.0
89,1,1,4,60140.0
90,0,2,3,38188.0
91,0,3,4,65306.0
92,1,2,3,38188.0
93,1,3,4,65306.0
94,0,2,1,84450.0
95,0,1,4,60140.0
96,0,4,5,47336.0
97,1,2,1,84450.0
98,1,1,4,60140.0
99,1,4,5,47336.0
100,0,2,1,84450.0
101,0,1,4,60140.0
102,0,4,6,76974.0
103,1,2,1,84450.0
104,1,1,4,60140.0
105,1,4,6,76974.0
106,0,2,1,84450.0
107,0,1,0,89806.0
108,0,0,8,61374.0
109,0,8,7,68176.0
110,1,2,1,84450.0
111,1,1,0,89806.0
112,1,0,8,61374.0
113,1,8,7,68176.0
114,0,2,3,38188.0
