,0,1,2,3
0,0,0,1,12704.0
1,0,0,2,33918.0
2,0,0,7,53270.0
3,0,7,3,79734.0
4,0,0,2,33918.0
5,0,2,3,57885.0
6,0,0,5,37889.0
7,0,5,4,49092.0
8,0,0,5,37889.0
9,0,0,1,12704.0
10,0,1,6,29138.0
11,0,0,7,53270.0
12,0,7,6,51029.0
13,0,0,5,37889.0
14,0,5,6,51578.0
15,0,0,7,53270.0
16,0,1,0,32432.0
17,0,1,2,60264.0
18,0,1,2,60264.0
19,0,2,3,57885.0
20,0,1,0,32432.0
21,0,0,5,37889.0
22,0,5,4,49092.0
23,0,1,2,60264.0
24,0,2,3,57885.0
25,0,3,4,66300.0
26,0,1,0,32432.0
27,0,0,5,37889.0
28,0,1,6,29138.0
29,0,6,5,42683.0
30,0,1,6,29138.0
31,0,1,0,32432.0
32,0,0,7,53270.0
33,0,1,6,29138.0
34,0,6,7,56117.0
35,0,2,0,40239.0
36,0,2,1,26679.0
37,0,2,3,57885.0
38,0,2,3,57885.0
39,0,3,4,66300.0
40,0,2,0,40239.0
41,0,0,5,37889.0
42,0,2,1,26679.0
43,0,1,6,29138.0
44,0,2,3,57885.0
45,0,3,7,56391.0
46,0,2,0,40239.0
47,0,0,7,53270.0
48,0,3,2,30357.0
49,0,2,0,40239.0
50,0,3,7,56391.0
51,0,7,0,28295.0
52,0,3,2,30357.0
53,0,2,1,26679.0
54,0,3,2,30357.0
55,0,3,4,66300.0
56,0,3,4,66300.0
57,0,4,5,67515.0
58,0,3,7,56391.0
59,0,7,6,51029.0
60,0,3,7,56391.0
61,0,4,5,67515.0
62,0,5,0,50057.0
63,0,4,3,46617.0
64,0,3,2,30357.0
65,0,2,1,26679.0
66,0,4,5,67515.0
67,0,5,6,51578.0
68,0,6,1,31847.0
69,0,4,3,46617.0
70,0,3,2,30357.0
71,0,4,3,46617.0
72,0,4,5,67515.0
73,0,4,5,67515.0
74,0,5,6,51578.0
75,0,4,3,46617.0
76,0,3,7,56391.0
77,0,5,0,50057.0
78,0,5,6,51578.0
79,0,6,1,31847.0
80,0,5,0,50057.0
81,0,0,1,12704.0
82,0,5,0,50057.0
83,0,0,2,33918.0
84,0,5,4,49092.0
85,0,4,3,46617.0
86,0,5,4,49092.0
87,0,5,6,51578.0
88,0,5,6,51578.0
89,0,6,7,56117.0
90,0,5,0,50057.0
91,0,0,7,53270.0
92,0,6,5,42683.0
93,0,5,0,50057.0
94,0,6,7,56117.0
95,0,7,0,28295.0
96,0,6,1,31847.0
97,0,1,0,32432.0
98,0,6,1,31847.0
99,0,6,1,31847.0
100,0,1,2,60264.0
101,0,6,7,56117.0
102,0,7,3,79734.0
103,0,6,5,42683.0
104,0,5,4,49092.0
105,0,6,5,42683.0
106,0,6,7,56117.0
107,0,7,0,28295.0
108,0,7,6,51029.0
109,0,6,1,31847.0
110,0,7,0,28295.0
111,0,0,1,12704.0
112,0,7,0,28295.0
113,0,0,2,33918.0
114,0,7,3,79734.0
115,0,3,2,30357.0
116,0,7,3,79734.0
117,0,7,3,79734.0
118,0,3,4,66300.0
119,0,7,6,51029.0
120,0,6,5,42683.0
121,0,7,0,28295.0
122,0,0,5,37889.0
123,0,7,6,51029.0
