,0,1,2,3
0,0,0,1,221958.0
1,1,0,1,221958.0
2,2,0,1,221958.0
3,0,0,2,176772.0
4,1,0,2,176772.0
5,2,0,2,176772.0
6,0,0,1,221958.0
7,0,1,3,107010.0
8,1,0,1,221958.0
9,1,1,3,107010.0
10,2,0,1,221958.0
11,2,1,3,107010.0
12,0,0,2,176772.0
13,0,2,3,92406.0
14,1,0,2,176772.0
15,1,2,3,92406.0
16,2,0,2,176772.0
17,2,2,3,92406.0
18,0,0,1,221958.0
19,0,1,4,187668.0
20,1,0,1,221958.0
21,1,1,4,187668.0
22,2,0,1,221958.0
23,2,1,4,187668.0
24,0,0,2,176772.0
25,0,2,4,106320.0
26,1,0,2,176772.0
27,1,2,4,106320.0
28,2,0,2,176772.0
29,2,2,4,106320.0
30,0,0,2,176772.0
31,0,2,5,153294.0
32,1,0,2,176772.0
33,1,2,5,153294.0
34,2,0,2,176772.0
35,2,2,5,153294.0
36,0,0,1,221958.0
37,0,1,4,187668.0
38,0,4,6,219300.0
39,1,0,1,221958.0
40,1,1,4,187668.0
41,1,4,6,219300.0
42,2,0,1,221958.0
43,2,1,4,187668.0
44,2,4,6,219300.0
45,0,0,2,176772.0
46,0,2,7,151536.0
47,1,0,2,176772.0
48,1,2,7,151536.0
49,2,0,2,176772.0
50,2,2,7,151536.0
51,0,0,1,221958.0
52,0,1,8,308982.0
53,1,0,1,221958.0
54,1,1,8,308982.0
55,2,0,1,221958.0
56,2,1,8,308982.0
57,0,0,11,219102.0
58,0,11,9,195996.0
59,1,0,11,219102.0
60,1,11,9,195996.0
61,2,0,11,219102.0
62,2,11,9,195996.0
63,0,0,12,51348.0
64,0,12,10,169428.0
65,1,0,12,51348.0
66,1,12,10,169428.0
67,2,0,12,51348.0
68,2,12,10,169428.0
69,0,0,11,219102.0
70,0,11,10,222792.0
71,1,0,11,219102.0
72,1,11,10,222792.0
73,2,0,11,219102.0
74,2,11,10,222792.0
75,0,0,11,219102.0
76,1,0,11,219102.0
77,2,0,11,219102.0
78,0,0,12,51348.0
79,1,0,12,51348.0
80,2,0,12,51348.0
81,0,1,0,124920.0
82,1,1,0,124920.0
83,2,1,0,124920.0
84,0,1,2,72372.0
85,1,1,2,72372.0
86,2,1,2,72372.0
87,0,1,3,107010.0
88,1,1,3,107010.0
89,2,1,3,107010.0
90,0,1,4,187668.0
91,1,1,4,187668.0
92,2,1,4,187668.0
93,0,1,2,72372.0
94,0,2,5,153294.0
95,1,1,2,72372.0
96,1,2,5,153294.0
97,2,1,2,72372.0
98,2,2,5,153294.0
99,0,1,3,107010.0
100,0,3,5,83868.0
101,1,1,3,107010.0
102,1,3,5,83868.0
103,2,1,3,107010.0
104,2,3,5,83868.0
105,0,1,4,187668.0
106,0,4,6,219300.0
107,1,1,4,187668.0
108,1,4,6,219300.0
109,2,1,4,187668.0
110,2,4,6,219300.0
111,0,1,8,308982.0
112,0,8,6,125694.0
113,1,1,8,308982.0
114,1,8,6,125694.0
115,2,1,8,308982.0
116,2,8,6,125694.0
117,0,1,2,72372.0
118,0,2,7,151536.0
119,1,1,2,72372.0
120,1,2,7,151536.0
